name,description,icon,summary,rating,price,rank,date_latest,reviews,keywords
‎Expansion RTS,"Real-time space strategy game for mobile devices. Featuring an intuitive and simple interface for a flawless gaming experience. Expansion aims to bring the classic, in-depth real-time strategy concepts to your mobile device. Colonize planets and customize them with different structures. These structures help to improve your economy, unlock new units or turn your planet into a military stronghold. Create a fleet of multiple divisions, consisting of a range of different front units and support units with special powers. Use powerful combinations to crush your opponent. Conquer planets and destroy the enemies fleet to gain control over the entire map. Keep your divisions alive as they regenerate health when stationed on allied planets. The current version consists of a tutorial mission, 2 campaigns with multiple levels and an early stage multiplayer map.",https://is4-ssl.mzstatic.com/image/thumb/Purple71/v4/96/a3/0f/96a30fc3-b6cb-6d56-34da-b40cfe7f89df/pr_source.png/1200x630wa.png,,4.0 • 3 Ratings,$0.99,,,,"Expansion RTS, Codeurs, Games, Action, Strategy, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎BrainConnect,"*** Featured in ""New Games We Love"" by Apple *** Have you ever imagined yourself being in two places at the same time? Ever tried juggling? Or tightrope walking? That feeling when you are entering a mindless state and being totally present. BrainConnect is a consciousness altering game about connection, expanding your mind, and being totally focused and relaxed at the same time.    * Endless arcade game play with simple rules  * Minimalistic design and immersive sound experience  * Expand your mind and stay focused as long as you can  * Record and share your progress Caution: Process of splitting yourself can produce a lot of energy. Music and sound effects: Hainbach (hainbachmusik.com)",https://is4-ssl.mzstatic.com/image/thumb/Purple62/v4/f7/ca/e8/f7cae8fa-95c8-5bad-0694-fb9ad442d4f6/AppIcon-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-5.png/1200x630wa.png,Balance your mind,3.7 • 3 Ratings,$0.99,,"February 17, 2018",,"BrainConnect, Alexey Demidov, Games, Action, Casual, Education, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Clash Royale,"Enter the Arena! From the creators of Clash of Clans comes a real-time multiplayer game starring the Royales, your favorite Clash characters and much, much more. Collect and upgrade dozens of cards featuring the Clash of Clans troops, spells and defenses you know and love, as well as the Royales: Princes, Knights, Baby Dragons and more. Knock the enemy King and Princesses from their towers to defeat your opponents and win Trophies, Crowns and glory in the Arena. Form a Clan to share cards and build your very own battle community.   Lead the Clash Royale Family to victory! PLEASE NOTE! Clash Royale is free to download and play, however, some game items can also be purchased for real money. If you don't want to use this feature, please disable in-app purchases in your device's settings. Also, under our Terms of Service and Privacy Policy, you must be at least 13 years of age to play or download Clash Royale.   A network connection is also required.   FEATURES ● Duel players from around the world in real-time in both 1v1 and 2v2 Battles ● Earn chests to unlock rewards, collect powerful new cards and upgrade existing ones ● Destroy opponent’s towers and win Crowns to earn epic Crown chests ● Build and upgrade your card collection with the Clash Royale Family along with dozens of your favorite Clash troops, spells and defenses ● Construct your ultimate Battle Deck to defeat your opponents ● Progress through multiple Arenas all the way to the top ● Form a Clan to share cards and build your very own battle community ● Challenge your Clanmates and friends to a private duel, or play side-by-side in a 2v2 Battle ● Work together with your Clan to unlock Clan Chests ● Take on daily and weekly Quests for big rewards ● Play new events every week ● Learn different battle tactics by watching the best duels on TV Royale Support Are you having problems? Visit http://supercell.helpshift.com/a/clash-royale/ or http://supr.cl/ClashRoyaleForum or contact us in game by going to Settings > Help and Support. Privacy Policy:  http://supercell.com/en/privacy-policy/ Terms of Service: http://supercell.com/en/terms-of-service/ Parent’s Guide: http://supercell.com/en/parents/",https://is5-ssl.mzstatic.com/image/thumb/Purple124/v4/0f/4d/b5/0f4db5af-dd40-34dc-5803-496fce6acbed/AppIcon-0-0-1x_U007emarketing-0-0-6-0-85-220.png/1200x630wa.png,Clan Wars 2 Is Here!,4.6 • 1.5M Ratings,Free,#5 in Strategy,"October 2, 2020","Colourful chaos awaits in our 2016 iPhone Game of the Year. Supercell’s awesome card battler delivers excellent deck-building mechanics and fast-paced fights in a package that’s easy to understand and undeniably fun. Upgrading, unlocking and experimenting with cards gives the game endless replayability, and deciding just where to drop your heroes makes each battle distinct. But no matter how good your deck is, there’s no substitute for skill and quick thinking. UPDATE: Originally, I left a one star review to get attention of designers (see issue described below). It's been less than 2 weeks and the UI design of opening chests changed so that the open now gem button is on the opposite side of the queue button. I assume there were many similar complaints from devoted players, so props for listening to your customers, for implementing a fix so quickly, and for crediting the gems I spent. ORIGINAL REVIEW:I usually don't leave reviews. But the UI change of the chest interface in the latest update is aggravating. I don't know if the button to pay gems to immediately open a chest was moved or re-sized or what exactly happened, but my thumb's muscle memory of hitting the ""queue chest"" button from before the update has instead made me hit the pay gems button 3 times since the update. Something clearly changed, and it feels like it was changed for exactly this reason -- so that players would accidentally open chests by spending gems and either have to buy new gems or wait longer to collect free gems. Love the game, been playing for years. Love the new clan wars 2 update. But this is the first time it feels like a UI change was done to trick player, so no love for that. And I don't know if a second prompt existed before (are you sure you want to pay gems to do this? Y/N), but either one should be implemented or both buttons' original locations should be reinstated. I think that this game is amazing and is always being rebalance once a month to make sure there is not a over powered card that is in every deck here is a piece of advice to those struggling against mega knight use a card like minions minion horde or inferno dragon they take him out in seconds and can be used as a counter attack I have been able to get to challenger three and collect every single card except for electro wizard and I have only have had the game for a little over a year and I have found most problems with glitches are wifi induced I currently think the game is perfectly balanced and am thankful that their are people updating every 2 months to add so much content ( some times it becomes overwhelming) and every month a new list of rebalances i am so glad this isn’t a pay to win game which it so easily could be also in clan wars the level of your cards is based mainly on clan participation so maybe you should rally your team mates to participate more and increase your chances in winning and the tournament system could be fixed but no game is perfect so I just deal with it and it is obvious to see the effort put in to this game and when you get to a certain point in the game ( when you can be drafted into a   specific team and can earn money rewards ) they ban multiple accounts and I kind of see it as cheating in a way if you just try hard and think it through it isn’t that hard ","Clash Royale, Supercell, Games, Strategy, Entertainment, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Zombie Terminator 3D,"Load bullets and destroy all zombies! Buy guns you like, such as pistol, SMG or shotgun. When you are exploring in ruins, please pay attention to bullets from far distance. Right, zombies here have lost consciousness but still can shoot survivals. The most safe way is to take advantage of boxes as shield to kill them one by one. When you come front zombie army, just throw grenades to them or get the right chance to blow up oil drum close to you. These ways will help you finish missions better. TIPS: Bullets from zombies will have surprising effects based on your moves. More surprises are waiting for you to explore.",https://is2-ssl.mzstatic.com/image/thumb/Purple124/v4/2a/ae/7c/2aae7c47-cdd6-6760-8484-4885944bec8a/AppIcon-1x_U007emarketing-7-0-85-220.png/1200x630wa.png,,4.3 • 186 Ratings,Free,,"October 12, 2020",,"Zombie Terminator 3D, Yuling Li, Games, Casual, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎DEAD TRIGGER: Survival Shooter,"Get ready for Non-Stop Action in this Award Winning Shooter Game: App Store - Best of the Year Apple's Hall Of Fame Unity Awards Over 60 Million downloads Gear up for some extreme zombie slaying! - Smash hordes of bloodthirsty zombies - Secure vital supplies - Save other survivors - Protect the Safe Haven - Explore the city - Uncover the shocking truth in this intense FPS action game! Wipe out the horde in a variety of imaginative ways - Blast 'em out of existence with a lethal arsenal of weapons - Put them out of their misery with powerful explosives - Dispatch of the zombie horde with countless creative ways - Evolving zombie AI will keep you on your toes Load your gun and shoot ‘em up - Equip yourself with beautifully realistic weapons - Colt 1911, Scorpion, Striker, Enfield, or a Minigun - Get stuck in with brutal melee weapons like the Chainsaw, Brain Mill and more - Utilise powerful gadgets including a laser amputator, blade chopper, baits, mines, grenades, radar and more - Unlock 13 character upgrades like Radar and Autoheal New online service from MADFINGER Games - Receive free updates with new missions, weapons, gadgets, characters and more - Back up your progress on the Cloud - Add your friends and more! HOT NEWS: If you love Dead Trigger, don’t forget to check out the sequel, DEAD TRIGGER 2! We’re sure you’ll give it two severed thumbs up. It’s out NOW. We are happy to share more with you and hear your thoughts! Please follow us at: http://www.facebook.com/madfingergames http://www.facebook.com/DEADTRIGGER http://twitter.com/MADFINGERGames",https://is5-ssl.mzstatic.com/image/thumb/Purple113/v4/1f/db/64/1fdb6443-8500-da5a-0209-dbf7dd0d1cc7/AppIcon-0-0-1x_U007emarketing-0-0-0-6-0-85-220.png/1200x630wa.png,Fight the Zombie Apocalypse,4.7 • 21.2K Ratings,Free,,"June 15, 2020","Same as everyone else who loves this game; it's fun, intuitive, and I play it constantly. But the storyline is over too soon. I got a new phone, redownloaded this app, and it's been less than a month and there's no story left (I play whenever there's a lull in the day). And I would've liked more weapons years ago. The minigun and striker are really the only fun and effective weapons to have. On my old phone, I hit level 50 and have been basically raking in money as gameplay. I've almost 6 million dollars and nothing to spend it on except the occasional health boost in the arena or a laser cutter for rare emergencies.Knives would be great, maybe a sword option, I like another commenter's idea about the flamethrower, a sawed-off shotgun, sniper rifle, any of these would work. This game is great, and that can be a problem for the developers because great games need maintenance. We all want an update. I've come to love the minor glitches and integrate 'em as part of the game, so I'm not really concerned about that as much as I am wanting more story and weapons. It's a good game, that's why we want more! Great App! One of the few games like it where one doesn't have to be a big spender to play. Highly recommend it for zombie themed FPS enthusiasts. While overall good gameplay, it's not without its flaws. Would give five star rating if not for one major glitch in the system. Something that could be fixed if one of two things were included in the update: The ability to interrupt the reloading process, or the option to disable said processe's automatic function. In the current version, reloading leaves player unfairly vulnerable to attack: Unable to switch weapons, or use items until the process is complete. Would be more efficient if player had the option to equip alternate weapon or utilize item instead of being forced to wait for current weapon to be reloaded once magazine is depleted. Being able to swap weapons or utilize items during automatic reload process would work as well. The trade-off of having to restart the entire automatic reload process when reequipping the weapon with the spent magazine would it be acceptable, as player would most likely be out of danger by then. Please consider for next update. I really was never into games. So I carefully read all the reviews and they are right very easy to play and a lot of free options to get gold and money for more equipment. I even got a new phone and that was the first thing I downloaded. And if you create an account you can pick up where you left off which is awesome cause I had more then 1000 in money and 300 in gold. Also they have great customer service when it comes to earning gold by downloading another app. I also love that option because most games say they are free and then turn around you get to a certain level and you have to play to continue. They also have many missions option that tell you if it’s easy or hard and they also give you a hint on which weapons are best. And they also have many equipment options and when it comes to guns they tell you how powerful it will be. I can go on and on I really love this game. ","DEAD TRIGGER: Survival Shooter, MADFINGER Games, a.s., Games, Entertainment, Adventure, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎The Uncertain,"The Uncertain — is an episodic story-driven adventure game set in a post-apocalyptic world.  Features: * 3 hours of gameplay * Beautiful graphics * Immersive atmosphere * Accelerometer Support * Game Center Achievements Imagine making moral choices in a world devoid of morality. Logic rules this world, and every decision is just a set of zeros and ones. Most concepts take a whole new meaning, and some get completely abolished. Luckily reasonable beings, even if not human, always have a choice.  In the first episode you see it from the perspective of an engineering robot RT-217NP, who seems to be very curious about the human race, long extinct in wasting wars. Experience the mysterious vibe of each of carefully explored locations. Test your skills, solving diverse puzzles. Make fateful decisions and discuss intriguing matters to find out the whole truth being kept from you.",https://is5-ssl.mzstatic.com/image/thumb/Purple118/v4/cb/77/aa/cb77aa4b-ad80-fa99-3877-44f58cd52815/AppIcon-1x_U007emarketing-P3-85-220-0-9.png/1200x630wa.png,Follow the sci-fi mystery!,3.5 • 32 Ratings,$2.99,,"December 21, 2017","I loved every minute of this game— it is clever and interesting and has a great story, with puzzles that are not very hard to solve but still take some thinking. But then I got up to the room with the security turrets at the lab and what was a puzzle/story/adventure game suddenly requires reflexes that I, someone with a joint disorder, just don’t have. I tried— for hours— to get past that scene, and I watched play throughs, and tried to do what those players did, and I simply physically can’t. Usually when I encounter a game that’s going to need fast, calculated motion, I know it in the first few minutes and can nope out. This reminds me a lot of Life Is Strange in that it’s a game that I was able to play almost to the end and am now stuck because it is asking me to do something that is a physically impossible for me.  If you’re going to create a game where one scene has a radically different gameplay style than the rest, PLEASE either warn up front or have a way for players like me who can’t play in that way to skip the outlier scene. It’s so frustrating to get so invested in a game and then have to just stop without getting to know how it ends because the developers didn’t think about disability access. While I too spun around awhile coming out of the apartment building I was able to get around the glitches and finish the game. This appears to be a new game. The story was entertaining and I definitely think that minor glitches in no way should depreciate the fact that this is a five star game. You can fix glitches but the story/game itself is top notch. To the devs, I use IPad Pro 1st gen. I was stuck a few times in the air ventilation room too. I was able to either shut down to get out or just happen to hit it right. It almost seemed that the exit was off screen. Had there been a place that allowed me to save it, Along with your auto save feature, then I wouldn’t have lost minor progress.  During the airborne sequence it seemed that I had no control at all, I kept smashing into things. Maybe I was supposed to but even when there appeared something at the bottom of the screen I didn’t get it. Perhaps it was just me. The gyroscope is definitely touchy. I learned to slow down to keep it from looping. I wish there was a way to be updated in the game with new chapters (like an update appears that gives you the opportunity to purchase new episodes) as I look forward to purchasing the next one.  I only comment on glitches for your information, habit from beta testing. Thanks for hours and hours of good/fun entertainment. I like this game a lot. However, I am playing on an iPad Air (first gen), and the game crashes at the end of nearly every chapter, forcing me to replay it. The second time through it seems to save progress normally. The crash always seems to happen after the shield symbol “stutters” the second time.Gameplay is great. I love the interface, and moving around is intuitive. I enjoy having to choose the answer at certain moments. ","The Uncertain, ComonGames, Games, Entertainment, Adventure, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎GunCrafter,"• DREAM IT. BUILD IT. USE IT. SHARE IT • Craft your own gun and compete against your friends, your enemies, or anyone in the world in a virtual reality shooting competition! • INSTANT MULTIPLAYER • With our exclusive Quick Match system, get placed in a lag-free multiplayer match in 5 SECONDS. No waiting. No lag. Just play. CALLING ALL SHARPSHOOTERS  • Virtual reality controls let you take aim with your device-- how accurate are you really?  • Head-to-head multiplayer  • Physics-based shooting challenges with destructible targets  • Leaderboards to track your improvement  • Unlockable blocks and upgrades • JOIN OVER 100 MILLION GAMERS WORLDWIDE • Follow @Naquatic on Facebook and Twitter to find out why our apps like MonsterCrafter and Shooting Showdown have been featured by everyone from Apple to IGN, AppAdvice, and TouchArcade.",https://is3-ssl.mzstatic.com/image/thumb/Purple114/v4/04/4d/c4/044dc4bb-17ac-3f97-5a66-6e97a2a3042e/AppIcon-0-0-1x_U007emarketing-0-0-0-9-0-85-220.png/1200x630wa.png,Multiplayer Gun Crafting,4.6 • 2.3K Ratings,Free,,"March 17, 2020","I have been playing for about three weeks and it is so amazing so far! I think it should have an option to turn off device movement to look around and just have an option to turn it off. Other than that, I highly recommend this to anyone looking for something fun for a road trip. Alright so the game is cool with how you build the guns but i do think the augmented reality should have a button to change because i have to sit up every time i want to play the game. however for the people saying that everything is to expensive try out slots. The 2 coin slot machine is good for coin building in the beginning but later on use the 4 coin one because in about twenty minutes i went through 200 coins and ended up with 47 plant seeds.  This ended up giving me over 1000 coins, however never use the 30 coin slots its trash. In the end the game is really easy to make money in and the main game is just for fun. Btw I played this game a while ago but i recently re got it. In short ive had the game for 2 days and im to the point to where i would be making 10,000 an hour i just dont feel like grinding and am waiting for a good spare hour. There is a glitch that on some levels the OPP shoots faster than the golden weapons and cheats. What the heck is wrong!? There aren’t many things to even do, and why did you have to waste money on Chances for plants!? Why is glass weapons a RIPOFF when they were TOO expensive? Why is the Aluminium pack 3 TIMES the price? Remove the pro pack also, it just makes people cry about like: “Ooh, a pro guy used a 2x damage and barrel cheat, but I can’t do anything about it.” Also, remove the reload thing that you have to swipe down. Make at least a BUTTON! Why do you have to buy TILES just to be better!? It makes NO SENSE, make them cheaper! Also, the last thing, at least this game is good, but I’m warning you. This is Most Critcal ","GunCrafter, Naquatic, Games, Action, Entertainment, Casual, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Defend London,"Defend London from the attack of Hitler in this spectacular 3D game where you can handle planes, antiaircraft, jeeps, commandos and bombers. Play over 36 varied and exciting missions or  challenge a friend to play a multiplayer game by  wifi in a local network. In Defend London the action is frenetic, the dogfight is continuous, half second of doubt is the difference between life and death. -Fight in diverse scenarios: City, Mountain, Ocean. -Various atmospheric states: Clear sky, cloudy, night. -Each mission you complete gives you one more medal. -Total freedom of movement and turns on airplanes. -Collisions with buildings and mountains. -Adaptation of the jeep to the mountain. -Real buildings recreation. Game Tips:  When you drive the jeep and you are attacked by enemy fighters, try to get under them so they can not shoot you.  When you drive the plane near the mountains, the enemy planes have more difficult to shoot you. With the command, keep moving to avoid enemy fire.  When driving a bomber and they are peppering the spitfire, keep focus on your target to bomb, because the mission is completed if your target is destroyed, even if your bomber drops a few seconds later.  When you are head on with an enemy plane, try to hit with the two bursts of gunfire, so you will destroy soon.",https://is1-ssl.mzstatic.com/image/thumb/Purple123/v4/f7/ea/4f/f7ea4f74-0a6a-fc5e-2eb3-0c301ba0e368/AppIcon-0-0-1x_U007emarketing-0-0-0-7-85-220.jpeg/1200x630wa.png,Air combat 3D game,4.0 • 21 Ratings,$1.99,,"April 15, 2020","It's really good, but i agree that some missions are too hard, i did manage to get to level 35, which is the 2nd last mission. And in the options menu, you can change the controls for ""commando"", which from the picture looks like a first person shooter, but if theres only 36 levels, that means the last level is a ""commando"" level. I was hoping there would be more fps levels, so more missions in an update would be cool. But overall it's a good game. ","Defend London, Luis Evaristo Rodriguez Campos, Games, Simulation, Entertainment, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎SpacewAR Uprising,"Play the exciting extra-terrestrial infinite war game SPACE UPRISING. THE GAMER 	•	You are one of the most intrepid military pilots on the Earth. 	•	You are given warships stacked with a wide range of weapons. 	•	You need to destroy all alien spaceships  	•	You need to protect X-Castera and be one of the Guardians of Earth 	•	Get into the cockpit and fight bravely THE GAME PLAY 	•	The player has to move around to play this super exciting Augmented Reality game 	•	Spaceships will come close to the player through space entrances  	•	Locate your enemies on the RADAR screen 	•	Choose your weapon wisely to attack the powerful battleships 	•	Destroy the enemy spaceship and become a hero in the Universe 	•	Collect Space Chips from the destroyed spaceships 	•	Utilise the Space Chips to buy advanced battleships and fight better 	•	Acquire the Protecting Shields to escape from enemy attack THE STORY Clomatandria, is a miscreation, merciless and dominant alien and commander of Clomazavendra galaxy. She wanted to be God, and make her galaxy the centre of the Universe; hence is destroying other galaxies with her evil powers. When she planned to destroy Earth, the best brains of our planet developed the energy core X-Castera as a protecting shield.  X-Castera needs to be placed and activated in different parts of our planet, and it needs to be protected.   She wants to destroy X-Castera, and will send a fleet of her ferocious battle ships for this mission. The bravest fighter pilots in our planet are assigned with the ultimate mission- to activate X-Castera and protect it from the savagery alien ships THE MISSION 	•	Find a suitable location to place and activate X-Castera  	•	Protect X-Castera from the savagery alien spaceships.  	•	Destroy all alien spaceships and collect space chips from them THE ENEMY SPACESHIPS  *DUVINUS **OCTACLODRIAN **XAMANDRIAN               **PROGECTRANIO**    **COSPOMALEANTRA ***EMPTADRIA ***.  DUMOPUGUSTRA *** ***TRACHOLOMBUDUS **** CRYNOBETTENAIHCRA **** The enemy battleships are endless. Get ready to fight PURSUIT AND BATTLE 	•	Fight it out with a huge array of villainous spaceships in iconic locations 	•	Adventure through an exciting  Sci-Fi story line in view of a fictional Galaxy 	•	Play it anywhere the action-packed fighting utilizing your surroundings 	•	Developed specifically for the iOS devices with ARKit NB: SpacewAR UPRISING is an Augmented Reality game which requires you to move around. Please pick a safe space to play and pay attention to your surroundings. 	•	Like us on Facebook: https://www.facebook.com/ Spacewar-Uprising-584920378527033 	•	Like us on Facebook: https://www.facebook.com/TresreisGames 	•	Follow us on Twitter: www.twitter.com/TresreisGames 	•	Follow us on Instagram: www.instagram.com/tresreisgames 	•	Subscribe on YouTube: https://www.youtube.com/channel/UCXulSkV-u9elmNadXYbPAvQ  www.tresreisgames.in",https://is3-ssl.mzstatic.com/image/thumb/Purple128/v4/5e/8e/e5/5e8ee562-38a1-bd81-ade4-70268c03c4a9/AppIcon-0-1x_U007emarketing-0-0-GLES2_U002c0-512MB-sRGB-0-0-0-85-220-0-0-0-7.png/1200x630wa.png,Galactic War for Survival AR,5.0 • 1 Rating,$1.99,,"October 27, 2018","Requires iOS 12.0 or later. Compatible with iPhone 6S, iPhone 6S Plus, iPhone SE (1st generation), iPhone 7, iPhone 7 Plus, iPhone 8, iPhone 8 Plus, iPhone X, iPhone XS, iPhone XS Max, iPhone XR, iPhone 11, iPhone 11 Pro, iPhone 11 Pro Max, iPhone SE (2nd generation), iPhone 12 mini, iPhone 12, iPhone 12 Pro, iPhone 12 Pro Max, iPad Pro (12.9‑inch), iPad Pro (12.9‑inch) Wi-Fi + Cellular, iPad Pro (9.7‑inch), iPad Pro (9.7‑inch) Wi‑Fi + Cellular, iPad (5th generation), iPad (5th generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (2nd generation), iPad Pro (12.9‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (10.5‑inch), iPad Pro (10.5‑inch) Wi‑Fi + Cellular, iPad (6th generation), iPad (6th generation) Wi‑Fi + Cellular, iPad Pro (11‑inch), iPad Pro (11‑inch) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (3rd generation), iPad Pro (12.9‑inch) (3rd generation) Wi‑Fi + Cellular, iPad mini (5th generation), iPad mini (5th generation) Wi‑Fi + Cellular, iPad Air (3rd generation), iPad Air (3rd generation) Wi‑Fi + Cellular, iPad (7th generation), iPad (7th generation) Wi‑Fi + Cellular, iPad Pro (11‑inch) (2nd generation), iPad Pro (11‑inch) (2nd generation) Wi‑Fi + Cellular, iPad Pro (12.9‑inch) (4th generation), iPad Pro (12.9‑inch) (4th generation) Wi‑Fi + Cellular, iPad Air (4th generation), iPad Air (4th generation) Wi‑Fi + Cellular, iPad (8th generation), iPad (8th generation) Wi‑Fi + Cellular, and iPod touch (7th generation). ","SpacewAR Uprising, Tresreis Technologies, Games, Action, Adventure, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Door Kickers: Action Squad,"Door Kickers: Action Squad is a crazy old school side scroller action game that puts you in the role of a SWAT trooper and sends you to deal with the bad guys in Nowhere City USA. Choose your gear, then kick the doors down and face the action. Adapt and react by the seat of your pants, and if needed – restart without a care and rethink. Master weapons recoil and time your reloads, use distance and cover to your advantage and use the in-game Strategic Abilities to decide for yourself when healthpacks or gear refills are needed, or if that team-mate of yours is worth saving. Or just save up the Points earned and unleash your Ultimate to waltz through that tricky final room. Features: ◼ High detail retro graphics ◼ 6 playable characters, each with unique gameplay and level up options ◼ Unique in-game Strategic Abilities system ◼ 84 non linear levels to complete ◼ Endless Tower Mode ◼ 60 weapons and gear items ◼ 20+ enemy types and 4 mission objectives ◼ Zombie invasion mode allowing you to play the game again in a new way",https://is2-ssl.mzstatic.com/image/thumb/Purple114/v4/f6/e9/15/f6e91562-8ed8-1d62-55c9-de5fa5abdf7e/AppIcon-1x_U007emarketing-0-7-85-220.png/1200x630wa.png,,4.6 • 55 Ratings,$2.99,,"July 30, 2020","There's a lot of operators which allows full tactical control when it comes to missions (which there is a ton of + different modes as well), and the skill trees + equipment give the game a lot of replayability (each level also has numerous routes to victory). The controls definitely need work though (especially on larger screens).It would be nice to be able to resize the d pad and re arrange the buttons, and there should also be the ability to add a separate jump/roll button. With as complex as this I don't think that more buttons would be unwelcomed. You also can't rotate the screen. The melee button also should not make you go though elevators, because there's normally enemies right in front of them that you try to melee and end up going down the elevator.Overall super great content though, it's very very enjoyable and well worth the money (so long as it gets updated with better controls) The title says it all. I absolutely adore this game, I have bought it on the Xbox, my PC, my Nintendo switch, and now on my phone. It’s a very simple game, just pick an operator and run around either rescuing hostages, or killing all the enemies on the map. While simplistic, it is quite difficult, as your able to die very quickly by most enemies(which I appreciate) You may be asking, if I’m praising this game so high, why is it 4 stars instead of 5? Mainly it’s due to the lack of co-op. Any other platform this game is on, Xbox, PC, PS4 even the Nintendo Switch, has Co-Op and multiplayer. I understand the frustration of bringing in the mode while door kickers 2 is being developed, but I feel co-op could make this port of the game even better. Other than that, I haven’t encountered any glitches or bugs to harm my experience. Overall, an excellent game, and fantastic work from the developers. You guys should make a endless zombie mode thats wave based so you start on round 1 and the zombies are easy and every round it gets harder and zombies get more health and every round its different kinds of zombies and make it so you can change your loadout at the end of each round and be able to upgrade your gun with the money you make from killing zombies and with the gun upgrades should be like maybe you can have lazer bullets or fire bullets and be able to buy turrets or even call in a back up so that you can call up a npc to come help you fight but make it so they can die and you will have to get another one if they die but all these features are only in the zombie mode or you can do a mode with endless zombies or humans who shoot back but you have to make it wave based im telling you its gonna get good results from the community I promise That's a pretty complicated development you're proposing, but one worth pondering upon. We do have something designed along similar lines, maybe more down to earth. If we ever get to implement it, we'll sure revisit this too ;) No promises yet! ","Door Kickers: Action Squad, KILLHOUSE GAMES SRL, Games, Action, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Ever Knight,"""extremely manic and electrifying, a unique combination of hyper-fast dodging and thoughtful pathfinding"" -Gamezebo ""ridiculously brutal, but it won't be brutal on your wallet: it's only $0.99 without any sight of in-app purchases. Wow."" -TouchArcade Ever Knight is an endless, arcade-style hack and slash with simple controls and fast-paced action. Swipe up, down, left, or right to move and attack. Every battle fills the screen with enemies that can kill in a single blow, and only swift reflexes and precise timing will save you. The farther you get, the more loot you can unlock to customize your knight’s appearance and abilities. Suit up with samurai armor and a shield-cutting chainsaw, or maybe try on an astronaut helmet that randomly causes enemies to explode. It’s fun and fast, perfect for taking your mind off of just about anything. Features Include: -An endless onslaught of evil with 17 levels of difficulty to unlock -37 unique pieces of gear to unlock and customize your Knight with -Colorful, arcade-style graphics and animations -Diverse and challenging baddies -4 directional swipe controls specifically designed for mobile -Blood-pumping soundtrack",https://is4-ssl.mzstatic.com/image/thumb/Purple122/v4/2e/96/41/2e9641d5-719f-9a08-bdec-2603afd432df/pr_source.png/1200x630wa.png,,4.9 • 16 Ratings,$0.99,,,"Great app, one piece of feedback to the developer — Can you please add a simple control in the app to include volume control?  If I am playing this in the background, I’d love the option to shut off the volume to listen to my other calls / apps.Seems like a pretty small option most apps have.  Maybe I am missing it, but I could not find the option in game. ","Ever Knight, Kyle Barrett, Games, Action, Casual, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
‎Pixel Gun Fighter,"Rifle VS Rugby Can you imagine how the duel of rifle and rugby will be like? Here is the answer! Besides brave gunner, rugby player, building worker and the like are gathering here. The winner will be only one when these people encounter each other. The gameplay is very simple. Tap the left button to dodge rival’s attack and tap the right button to shoot your rival. You will get a step back when you are shot. Be careful! Don’t fall into the water!  Features -Simple operation. Very easy to play. -Diverse featured characters and abundant weapons. -Random barriers with endless fun.",https://is1-ssl.mzstatic.com/image/thumb/Purple124/v4/c2/cf/55/c2cf550d-a700-1d38-b0ae-9ecffa9687bf/AppIcon-1x_U007emarketing-0-9-0-85-220.png/1200x630wa.png,Gun Shooting Games,4.4 • 6.6K Ratings,Free,,"October 8, 2020",I like the game and all but I have one complaint about it and it is that there is a bug with stage seven because after I get in to the map the screen blacks out idk if that is suppose to happen or not but can you please fix that thank you. At first I thought it wasn’t going to be a game like this it’s a super fun game and all but one problem in the new one you added next to the original whenever his head touches the ground it does not count. Please fix that besides that it’s a really good game. Thank you for making it please make other games like this and have a good day.😃 I got this game wanting to try it thinking I was going to try a simple gun shooter game but when I tried it there was a gun game along with many other games in the app the add on games are all different and each one is surprisingly really fun so if you can’t decide on what game you should get to destroy your boredom then get this app definitely five stars ,"Pixel Gun Fighter, Xiaolu He, Games, Action, Casual, ios apps, app, appstore, app store, iphone, ipad, ipod touch, itouch, itunes"
